Country,Happiness_rank,Happiness_score,GDP_per_capita,Social_support,Life_expectancy,Freedom,Generosity,Corruption,Year,id,gdp_norm,social_norm,life_norm,free_norm,gen_norm,corruption_norm,Country_bias
Bhutan,79,5.253,0.7704,1.104,0.5741,0.5321,0.48,0.1544,2015,64,-0.663,0.067,-0.948,0.126,1.669,-0.314,-0.772
Bhutan,84,5.196,0.8527,0.9084,0.4976,0.4607,0.4855,0.1616,2016,64,-0.627,-0.122,-0.955,-0.025,1.699,-0.282,-0.415
Bhutan,97,5.011,0.8854,1.3401,0.4959,0.5015,0.4741,0.1734,2017,64,-0.613,0.295,-0.955,0.062,1.636,-0.23,-1.44
Somalia,112,4.668,0.0,0.698,0.268,0.559,0.243,0.27,2019,706,-1.0,-0.325,-0.976,0.183,0.351,0.199,1.271
Somalia,98,4.982,0.0,0.712,0.115,0.674,0.238,0.282,2018,706,-1.0,-0.312,-0.99,0.427,0.323,0.252,1.614
Somalia,91,5.057,0.1885,0.9515,0.4387,0.4658,0.5032,0.3993,2015,706,-0.918,-0.08,-0.96,-0.014,1.798,0.773,0.145
Somalia,76,5.44,0.0,0.3361,0.1147,0.5678,0.2722,0.3118,2016,706,-1.0,-0.675,-0.99,0.202,0.513,0.384,2.769
Somalia,97,5.057,0.2556,0.7586,0.3311,0.3913,0.5148,0.3679,2016,706,-0.888,-0.267,-0.97,-0.172,1.862,0.633,0.692
Somalia,93,5.151,0.0226,0.7212,0.114,0.6021,0.2916,0.2824,2017,706,-0.99,-0.303,-0.99,0.275,0.621,0.254,1.761
Syria,149,3.462,0.619,0.378,0.44,0.013,0.331,0.141,2019,760,-0.729,-0.635,-0.96,-0.972,0.84,-0.374,0.259
Syria,150,3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,760,-0.699,-0.631,-0.951,-0.814,1.091,-0.361,-0.235
Syria,156,3.006,0.6632,0.4749,0.7219,0.1568,0.4718,0.1891,2015,760,-0.71,-0.541,-0.935,-0.668,1.623,-0.16,-1.457
Syria,156,3.069,0.7472,0.1487,0.6299,0.0691,0.484,0.1723,2016,760,-0.673,-0.856,-0.943,-0.854,1.691,-0.235,-0.683
Syria,152,3.462,0.7772,0.3961,0.5005,0.0815,0.4937,0.1513,2017,760,-0.66,-0.617,-0.955,-0.827,1.745,-0.328,-0.539
Belize,49,5.956,0.807,1.101,0.474,0.593,0.183,0.089,2018,84,-0.647,0.064,-0.957,0.255,0.017,-0.605,0.544
Belize,52,5.956,0.8762,0.6866,0.4557,0.5123,0.2368,0.1077,2016,84,-0.617,-0.336,-0.959,0.084,0.317,-0.522,1.164
Belize,50,5.956,0.908,1.0814,0.4502,0.5475,0.24,0.0966,2017,84,-0.603,0.045,-0.959,0.159,0.334,-0.571,0.417
Sudan,137,4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,729,-0.736,0.199,-0.972,-0.966,-0.255,-0.636,0.157
Sudan,118,4.55,0.5211,1.014,0.3688,0.1008,0.1906,0.1466,2015,729,-0.772,-0.02,-0.967,-0.787,0.06,-0.349,0.647
Sudan,133,4.139,0.6307,0.8193,0.2976,0.0,0.1808,0.1004,2016,729,-0.724,-0.208,-0.973,-1.0,0.005,-0.554,0.758
Sudan,130,4.139,0.6595,1.214,0.2909,0.015,0.1823,0.0898,2017,729,-0.712,0.173,-0.974,-0.968,0.014,-0.601,0.053
Angola,142,3.795,0.73,1.125,0.269,0.0,0.079,0.061,2018,24,-0.681,0.087,-0.976,-1.0,-0.561,-0.729,0.022
Angola,137,4.033,0.7578,0.8604,0.1668,0.1038,0.1234,0.0712,2015,24,-0.669,-0.168,-0.985,-0.78,-0.314,-0.684,0.561
Angola,141,3.866,0.8473,0.6637,0.0499,0.0059,0.1207,0.0843,2016,24,-0.63,-0.358,-0.995,-0.988,-0.329,-0.626,0.913
Angola,140,3.795,0.8584,1.1044,0.0499,0.0,0.0979,0.0697,2017,24,-0.625,0.067,-0.995,-1.0,-0.456,-0.691,0.161
Oman,22,6.853,1.3601,1.0818,0.7628,0.6327,0.2154,0.3252,2015,512,-0.405,0.046,-0.931,0.339,0.198,0.444,-0.444
Suriname,40,6.269,0.9953,0.972,0.6082,0.5966,0.1699,0.1363,2015,740,-0.565,-0.061,-0.945,0.263,-0.055,-0.395,0.472
Suriname,40,6.269,1.0969,0.7787,0.5093,0.5223,0.1666,0.1269,2016,740,-0.52,-0.247,-0.954,0.106,-0.074,-0.437,0.934
Djibouti,126,4.369,0.4402,0.5921,0.3629,0.4607,0.1809,0.281,2015,262,-0.808,-0.428,-0.967,-0.025,0.006,0.248,0.506
Puerto Rico,15,7.039,1.3594,1.0811,0.7776,0.4682,0.222,0.1228,2016,630,-0.406,0.045,-0.93,-0.009,0.234,-0.455,0.32
